album_name_live,track_name_studio,artist_name_studio,track_key,difference_energy,difference_tempo,difference_speechiness,difference_dance,difference_instrumentalness,difference_valence,difference_acousticness,difference_duration,difference_overall,key_variable
Live Trax Vol. 14: Nissan Pavilion,Old Dirt Hill (Bring That Beat Back),Dave Matthews Band,1GCaJJ1JoTTlD6SvNTVlqo4hGEks5sWzv3Q8q8COEYX1,0.09,5.789,0.0051,-0.23,0.0055,-0.451,-0.102,46734,0.8835999999999999,difference_energy
Live Trax Vol. 14: Nissan Pavilion,Old Dirt Hill (Bring That Beat Back),Dave Matthews Band,7tq6w65OrQ0oNnGRQ8VHfa4hGEks5sWzv3Q8q8COEYX1,0.09,5.789,0.0051,-0.23,0.0055,-0.451,-0.102,46734,0.8835999999999999,difference_energy
Live At Piedmont Park,What Would You Say,Dave Matthews Band,58kdQwsAi2zHEiU2l0CBB81BI0ZJY31Tlyj83DNvurSK,0.042,-4.91,0.1296,-0.111,0.0004,-0.285,0.315,274867,0.883,difference_acousticness
Live At Piedmont Park,What Would You Say,Dave Matthews Band,58kdQwsAi2zHEiU2l0CBB8212HpJySVFqn4IwXNIECCy,0.042,-4.91,0.1296,-0.111,0.0004,-0.285,0.315,274867,0.883,difference_acousticness
Live Trax Vol. 15: Alpine Valley Music Theatre,Crush,Dave Matthews Band,2wgOaT8peyYLOl9EPWiFNB4kmQzMd0RN8bbLVuJA0xtM,0.129,-4.437,0.0769,-0.149,0.0082,-0.26,-0.258,588520,0.8811,difference_energy
Live Trax Vol. 15: Alpine Valley Music Theatre,Crush,Dave Matthews Band,6AKSrodq9kU9hmTLEeWFFr4kmQzMd0RN8bbLVuJA0xtM,0.129,-4.437,0.0769,-0.149,0.0082,-0.26,-0.258,588520,0.8811,difference_energy
Live In Chicago 12.19.98 at The United Center,Rapunzel,Dave Matthews Band,1VepT9Uc2U7FyFmup1UYG96QELbMrrGzW8gCbmevLzvG,0.199,-6.451,0.0414,-0.239,0.0,-0.102,-0.2979,80867,0.8793,difference_energy
Live In Chicago 12.19.98 at The United Center,Rapunzel,Dave Matthews Band,1VepT9Uc2U7FyFmup1UYG96xJHckIUGCZceh7HPP8ux5,0.199,-6.451,0.0414,-0.239,0.0,-0.102,-0.2979,80867,0.8793,difference_energy
Live Trax Vol. 10: Pavilion Atlantico,Louisiana Bayou,Dave Matthews Band,2wObNTKdtbIoFl5Ti83yXF442FpSH4scHpRqsIb1opLB,0.085,0.545,0.1076,-0.156,0.0067,-0.499,-0.0214,206253,0.8757,difference_speechiness
Live Trax Vol. 10: Pavilion Atlantico,Louisiana Bayou,Dave Matthews Band,2X3TEe0xD8cZvYGmJivR7t442FpSH4scHpRqsIb1opLB,0.085,0.545,0.1076,-0.156,0.0067,-0.499,-0.0214,206253,0.8757,difference_speechiness
Live Trax Vol. 16: Riverbend Music Center,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz977meGysGUiB2BtQXWEzFPK,0.059,-10.621,0.0344,-0.221,-0.035,-0.525,0.0007,221013,0.8751000000000001,difference_energy
Live Trax Vol. 16: Riverbend Music Center,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K77meGysGUiB2BtQXWEzFPK,0.059,-10.621,0.0344,-0.221,-0.035,-0.525,0.0007,221013,0.8751000000000001,difference_energy
Live At Wrigley Field,Tripping Billies,Dave Matthews Band,4fXoeBGrVWfNKpdcmL8tw606wMiXVu8fWglWk1j3gEH8,0.025,-0.709,0.0782,-0.189,-0.0342,-0.548,-0.0001,79000,0.8745,difference_speechiness
Live At Wrigley Field,Tripping Billies,Dave Matthews Band,4fXoeBGrVWfNKpdcmL8tw61ZZtClfG9maMyosemasL7h,0.025,-0.709,0.0782,-0.189,-0.0342,-0.548,-0.0001,79000,0.8745,difference_speechiness
Live At Wrigley Field,Tripping Billies,Dave Matthews Band,1Rzhgl9YdghSUs37xUiQX206wMiXVu8fWglWk1j3gEH8,0.025,-0.709,0.0782,-0.189,-0.0342,-0.548,-0.0001,79000,0.8745,difference_speechiness
Live At Wrigley Field,Tripping Billies,Dave Matthews Band,1Rzhgl9YdghSUs37xUiQX21ZZtClfG9maMyosemasL7h,0.025,-0.709,0.0782,-0.189,-0.0342,-0.548,-0.0001,79000,0.8745,difference_speechiness
Live In Chicago 12.19.98 at The United Center,Pantala Naga Pampa,Dave Matthews Band,2LyYZ0ZodirA4lbN7Lzu0627uZ6YSJJgJpSXHY5x3Xg9,0.292,-3.603,0.0276,-0.233,0.0046,-0.163,-0.1524,-893,0.8726,difference_energy
Live In Chicago 12.19.98 at The United Center,Pantala Naga Pampa,Dave Matthews Band,2LyYZ0ZodirA4lbN7Lzu066mQlgk4Vg5l6tz4lX03BX5,0.292,-3.603,0.0276,-0.233,0.0046,-0.163,-0.1524,-893,0.8726,difference_energy
Live In Chicago 12.19.98 at The United Center,Pantala Naga Pampa,Dave Matthews Band,6Z8CG21MIG4Tdy3qzap3SR27uZ6YSJJgJpSXHY5x3Xg9,0.292,-3.603,0.0276,-0.233,0.0046,-0.163,-0.1524,-893,0.8726,difference_energy
Live In Chicago 12.19.98 at The United Center,Pantala Naga Pampa,Dave Matthews Band,6Z8CG21MIG4Tdy3qzap3SR6mQlgk4Vg5l6tz4lX03BX5,0.292,-3.603,0.0276,-0.233,0.0046,-0.163,-0.1524,-893,0.8726,difference_energy
Weekend On The Rocks,Stand Up (For It),Dave Matthews Band,0UxvDe61JZFfDopF1hM6Hp7MN3iOq7EGVyZLh2EC1bLr,0.097,0.844,0.064,0.069,0.0059,-0.566,-0.0698,10147,0.8716999999999999,difference_energy
Weekend On The Rocks,Stand Up (For It),Dave Matthews Band,4jaoUDtwy8RpYM6vTT9pBl7MN3iOq7EGVyZLh2EC1bLr,0.097,0.844,0.064,0.069,0.0059,-0.566,-0.0698,10147,0.8716999999999999,difference_energy
Live Trax Vol. 23: Whittemoore Center Arena,Crash into Me,Dave Matthews Band,77pOyJP8PK4XoUr80TqJjr6AufSpwm1NfbYuV8uWCrwu,-0.193,5.299,0.0011,-0.093,-0.0191,0.013,0.552,71854,0.8712,difference_acousticness
Live Trax Vol. 23: Whittemoore Center Arena,Crash into Me,Dave Matthews Band,1HL3yEnYq8LEyFQ3QegA5V6AufSpwm1NfbYuV8uWCrwu,-0.193,5.299,0.0011,-0.093,-0.0191,0.013,0.552,71854,0.8712,difference_acousticness
Live Trax Vol. 9: MGM Grand Garden Arena,Crush,Dave Matthews Band,2wgOaT8peyYLOl9EPWiFNB5S3jqQd2ATlT1QjtGyomXk,0.165,79.318,0.1499,-0.194,0.0021,-0.16,-0.1995,341307,0.8705,difference_energy
Live Trax Vol. 9: MGM Grand Garden Arena,Crush,Dave Matthews Band,6AKSrodq9kU9hmTLEeWFFr5S3jqQd2ATlT1QjtGyomXk,0.165,79.318,0.1499,-0.194,0.0021,-0.16,-0.1995,341307,0.8705,difference_energy
Live Trax Vol. 18: Virginia Beach Amphitheatre,Say Goodbye,Dave Matthews Band,3BaddR1KOcLH6Zya5fju0e4bvlgUitRWNWWxUbXnA8lz,0.283,-1.672,0.0773,-0.131,-0.0004,-0.328,-0.0504,53186,0.8700999999999999,difference_energy
Live Trax Vol. 18: Virginia Beach Amphitheatre,Say Goodbye,Dave Matthews Band,2lDFZOo9ZxG7g7y1FDWx2k4bvlgUitRWNWWxUbXnA8lz,0.283,-1.672,0.0773,-0.131,-0.0004,-0.328,-0.0504,53186,0.8700999999999999,difference_energy
Live Trax Vol. 24: Spartanburg Memorial Auditorium,Christmas Song,Dave Matthews Band,1Sun6mPkWpoOAiOALtgkzU5XNAFo4qznh5sFXQRUc6xr,-0.0653,47.343,-0.0247,-0.038,-0.1519,-0.072,0.516,-277160,0.8679,difference_acousticness
Live Trax Vol. 24: Spartanburg Memorial Auditorium,Christmas Song,Dave Matthews Band,33visFacbTGcJ3xzWOjEnq5XNAFo4qznh5sFXQRUc6xr,-0.0653,47.343,-0.0247,-0.038,-0.1519,-0.072,0.516,-277160,0.8679,difference_acousticness
Live Trax Vol. 9: MGM Grand Garden Arena,Dancing Nancies,Dave Matthews Band,3VzZ1sPfv6i0t0vAuKjKoJ1S37Np67g0puk2yC73h0K6,0.107,2.431,0.0152,-0.227,0.0294,-0.481,-0.008,264467,0.8675999999999999,difference_energy
Live Trax Vol. 10: Pavilion Atlantico,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz92pn4dBKnQemqTcJJw1u2aR,0.15,-12.769,0.049,-0.225,0.0023,-0.351,0.0891,346893,0.8664,difference_energy
Live Trax Vol. 10: Pavilion Atlantico,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K2pn4dBKnQemqTcJJw1u2aR,0.15,-12.769,0.049,-0.225,0.0023,-0.351,0.0891,346893,0.8664,difference_energy
Live Trax Vol. 6: Fenway Park,Grace Is Gone,Dave Matthews Band,36ZS04J2JbV1SH4LhbPWyI21iRkEKsJ1WEo0lBpTS2rf,0.156,-3.685,0.0067,-0.227,0.076,-0.041,-0.358,624867,0.8646999999999999,difference_energy
Live Trax Vol. 6: Fenway Park,Grace Is Gone,Dave Matthews Band,7qn5jYvZmq17rPMt6z92vL21iRkEKsJ1WEo0lBpTS2rf,0.156,-3.685,0.0067,-0.227,0.076,-0.041,-0.358,624867,0.8646999999999999,difference_energy
"Live Trax Vol. 29: Blossom Music Center, Cuyahoga Falls, OH",Captain,Dave Matthews Band,4cEtT6wn1dO1RkpujvUrfz6hxIPy8m178nszmBjEDY0y,0.142,-1.702,0.0372,-0.134,-0.0147,-0.365,-0.17,85011,0.8629000000000001,difference_energy
"Live Trax Vol. 29: Blossom Music Center, Cuyahoga Falls, OH",Captain,Dave Matthews Band,0hV16bJl7bxLPPmbCoAv9I6hxIPy8m178nszmBjEDY0y,0.142,-1.702,0.0372,-0.134,-0.0147,-0.365,-0.17,85011,0.8629000000000001,difference_energy
Live Trax Vol. 14: Nissan Pavilion,Don't Drink the Water,Dave Matthews Band,1uzVvumt4H6CIxVXlkNdlz6XeYgQas0pGOZXIRLAyT5i,0.112,-71.335,-0.0169,-0.182,0.0971,-0.3225,-0.1319,259200,0.8624,difference_energy
Live Trax Vol. 14: Nissan Pavilion,Don't Drink the Water,Dave Matthews Band,3HWGGf3ZEfvqmzWyppxhqf6XeYgQas0pGOZXIRLAyT5i,0.112,-71.335,-0.0169,-0.182,0.0971,-0.3225,-0.1319,259200,0.8624,difference_energy
Live Trax Vol. 21: SOMA,Dancing Nancies,Dave Matthews Band,3VzZ1sPfv6i0t0vAuKjKoJ0LkVX8bDlhAADX5hoJObCx,0.143,5.038,0.0416,-0.279,0.0027,-0.362,-0.0336,156440,0.8619,difference_energy
Live Trax Vol. 21: SOMA,Tripping Billies,Dave Matthews Band,4fXoeBGrVWfNKpdcmL8tw66hErwsSQoR9QZLDjGWIXoL,0.037,3.292,0.0712,-0.144,-0.0335,-0.57,0.0009,25786,0.8565999999999999,difference_speechiness
Live Trax Vol. 21: SOMA,Tripping Billies,Dave Matthews Band,1Rzhgl9YdghSUs37xUiQX26hErwsSQoR9QZLDjGWIXoL,0.037,3.292,0.0712,-0.144,-0.0335,-0.57,0.0009,25786,0.8565999999999999,difference_speechiness
Live In Chicago 12.19.98 at The United Center,Rapunzel,Dave Matthews Band,1HLqkLuJA4sOC2aSrqwBPi6QELbMrrGzW8gCbmevLzvG,0.199,-6.451,0.0302,-0.24,0.0,-0.089,-0.2979,80867,0.8561000000000001,difference_energy
Live In Chicago 12.19.98 at The United Center,Rapunzel,Dave Matthews Band,1HLqkLuJA4sOC2aSrqwBPi6xJHckIUGCZceh7HPP8ux5,0.199,-6.451,0.0302,-0.24,0.0,-0.089,-0.2979,80867,0.8561000000000001,difference_energy
Remember Two Things,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR7tLc6FjatRiO1g860GZ14c,-0.306,-4.198,0.0172,-0.054,-0.0001,-0.09,0.3843,91160,0.8516,difference_acousticness
Remember Two Things,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR5rxdcMr3NnsckVU5m1peuS,-0.306,-4.198,0.0172,-0.054,-0.0001,-0.09,0.3843,91160,0.8516,difference_acousticness
Live Trax Vol. 19: Vivo Rio,Say Goodbye,Dave Matthews Band,3BaddR1KOcLH6Zya5fju0e6EykpUePZf4hxyBzuNuIgw,0.304,4.073,0.0634,-0.123,0.0089,-0.311,-0.0406,362413,0.8509,difference_energy
Live Trax Vol. 19: Vivo Rio,Say Goodbye,Dave Matthews Band,2lDFZOo9ZxG7g7y1FDWx2k6EykpUePZf4hxyBzuNuIgw,0.304,4.073,0.0634,-0.123,0.0089,-0.311,-0.0406,362413,0.8509,difference_energy
Live Trax Vol. 25: UMB Bank Pavilion,Smooth Rider,Dave Matthews Band,3TdIjuUBHUlgbf0XdrkYKj2EKmua8I1Ls0grypaOUA9U,0.133,-3.276,0.0028,-0.21,0.0022,-0.403,-0.099,285935,0.85,difference_energy
Live Trax Vol. 25: UMB Bank Pavilion,Smooth Rider,Dave Matthews Band,4IUsZlE5xuSxeFHU1KIIOf2EKmua8I1Ls0grypaOUA9U,0.133,-3.276,0.0028,-0.21,0.0022,-0.403,-0.099,285935,0.85,difference_energy
Live Trax Vol. 9: MGM Grand Garden Arena,Where Are You Going,Dave Matthews Band,15MhLnkZLJe4Z2tLISwe5k1vmePfVnbftKXhn4BGbWQ1,0.183,-1.465,0.0347,0.02,-0.142,-0.111,-0.353,53480,0.8437,difference_energy
Live Trax Vol. 9: MGM Grand Garden Arena,Where Are You Going,Dave Matthews Band,5EjZXJ4nVpw7uI6eso1SFS1vmePfVnbftKXhn4BGbWQ1,0.183,-1.465,0.0347,0.02,-0.142,-0.111,-0.353,53480,0.8437,difference_energy
"Live Trax Vol. 29: Blossom Music Center, Cuyahoga Falls, OH",Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR22uKzR3vFHdGicIUQ2AVMT,0.118,4.097,0.0392,-0.23,0.0016,-0.277,0.1713,251583,0.8371,difference_acousticness
Live Trax Vol. 20: Wetlands Preserve,Tripping Billies,Dave Matthews Band,4fXoeBGrVWfNKpdcmL8tw67leomszPmbNQBq271mgGlb,-0.028,1.213,0.0145,-0.196,0.1558,-0.438,0.0016,110626,0.8339000000000001,difference_instrumentalness
Live Trax Vol. 20: Wetlands Preserve,Tripping Billies,Dave Matthews Band,1Rzhgl9YdghSUs37xUiQX27leomszPmbNQBq271mgGlb,-0.028,1.213,0.0145,-0.196,0.1558,-0.438,0.0016,110626,0.8339000000000001,difference_instrumentalness
Live Trax Vol. 25: UMB Bank Pavilion,Satellite - Flat Five Studio Version,Dave Matthews Band,5Hcc9MOGN5OVMozmgOr2Ji6vheeVhViYLZHUlE1VuezQ,0.262,-7.489,0.006,-0.19,-9.9e-06,-0.146,-0.229,29252,0.8330099,difference_energy
Live Trax Vol. 7: Hampton Coliseum,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR1L2RRn7G3tQ2mS4WsusIZ1,0.151,-0.018,0.0735,-0.24,0.0024,-0.279,0.0853,215680,0.8312,difference_energy
"Live Trax Vol. 29: Blossom Music Center, Cuyahoga Falls, OH",Dancing Nancies,Dave Matthews Band,3VzZ1sPfv6i0t0vAuKjKoJ2I65xNMu671RRusVas2awm,0.068,6.186,0.0213,-0.222,-0.0003,-0.43,0.0891,267384,0.8306999999999999,difference_acousticness
Live Trax Vol. 10: Pavilion Atlantico,Crash into Me,Dave Matthews Band,77pOyJP8PK4XoUr80TqJjr4KgSS0J1gRokR2YZENuKBA,0.251,-6.982,0.0208,-0.128,-0.0191,-0.297,-0.113,56440,0.8289,difference_energy
Live Trax Vol. 10: Pavilion Atlantico,Crash into Me,Dave Matthews Band,1HL3yEnYq8LEyFQ3QegA5V4KgSS0J1gRokR2YZENuKBA,0.251,-6.982,0.0208,-0.128,-0.0191,-0.297,-0.113,56440,0.8289,difference_energy
Live Trax Vol. 13: Busch Stadium,Louisiana Bayou,Dave Matthews Band,2wObNTKdtbIoFl5Ti83yXF5qIbB8idEHm2WytKNGQS1o,0.048,1.813,0.0237,-0.115,0.0201,-0.545,-0.0767,169293,0.8285,difference_energy
Live Trax Vol. 13: Busch Stadium,Louisiana Bayou,Dave Matthews Band,2X3TEe0xD8cZvYGmJivR7t5qIbB8idEHm2WytKNGQS1o,0.048,1.813,0.0237,-0.115,0.0201,-0.545,-0.0767,169293,0.8285,difference_energy
Live Trax Vol. 17: Shoreline Amphitheatre,Pay for What You Get,Dave Matthews Band,7opfROxsnFm7yFJBkfYLJC4zhmjcAGHkTT5NbzuPDhut,-0.058,-2.153,0.0003,-0.19,0.0168,-0.068,0.495,79334,0.8281000000000001,difference_acousticness
Live Trax Vol. 23: Whittemoore Center Arena,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR3aAnkyuTdDNqjgrgFuxUZN,0.075,-1.298,0.0256,-0.185,-0.0001,-0.073,0.4683,64146,0.827,difference_acousticness
Weekend On The Rocks,Smooth Rider,Dave Matthews Band,3TdIjuUBHUlgbf0XdrkYKj1H1q3eQkXHxivX2tmKPtWX,0.266,-0.825,0.0026,-0.089,0.187,-0.173,-0.107,593133,0.8246,difference_energy
Weekend On The Rocks,Smooth Rider,Dave Matthews Band,4IUsZlE5xuSxeFHU1KIIOf1H1q3eQkXHxivX2tmKPtWX,0.266,-0.825,0.0026,-0.089,0.187,-0.173,-0.107,593133,0.8246,difference_energy
Live Trax Vol. 13: Busch Stadium,Crush,Dave Matthews Band,2wgOaT8peyYLOl9EPWiFNB1f2Vin3vsmZ8clX9SlQu8Z,0.175,-6.352,0.0679,-0.094,0.0332,-0.195,-0.2574,385400,0.8225,difference_energy
Live Trax Vol. 13: Busch Stadium,Crush,Dave Matthews Band,6AKSrodq9kU9hmTLEeWFFr1f2Vin3vsmZ8clX9SlQu8Z,0.175,-6.352,0.0679,-0.094,0.0332,-0.195,-0.2574,385400,0.8225,difference_energy
Live At Piedmont Park,Warehouse,Dave Matthews Band,2YuZ0tk2sTmoiO3nqpHVLm1GHG2eqXElzV5JvR9LBkDV,0.097,-5.637,0.011,-0.117,0.0033,-0.282,0.3119,318213,0.8222,difference_acousticness
Live At Piedmont Park,Warehouse,Dave Matthews Band,2YuZ0tk2sTmoiO3nqpHVLm1OjMnkPmbbsuBPmO4b3CtI,0.097,-5.637,0.011,-0.117,0.0033,-0.282,0.3119,318213,0.8222,difference_acousticness
"Live Trax Vol. 30: The Muse, Nantucket, MA",Tripping Billies,Dave Matthews Band,4fXoeBGrVWfNKpdcmL8tw64IlQNfIYrPfnHYHSbCyV1F,-0.083,1.686,0.01,-0.181,-0.0325,-0.499,0.0148,114469,0.8203,difference_acousticness
"Live Trax Vol. 30: The Muse, Nantucket, MA",Tripping Billies,Dave Matthews Band,1Rzhgl9YdghSUs37xUiQX24IlQNfIYrPfnHYHSbCyV1F,-0.083,1.686,0.01,-0.181,-0.0325,-0.499,0.0148,114469,0.8203,difference_acousticness
Live At Wrigley Field,Stay (Wasting Time),Dave Matthews Band,2prt7Yn1NheVqcNcpoplSp0cPP8edrpr7RQNXzO2qfEN,0.04,-2.932,0.0796,-0.242,-3.13e-06,-0.387,-0.0707,85334,0.81930313,difference_speechiness
Live At Wrigley Field,Stay (Wasting Time),Dave Matthews Band,2prt7Yn1NheVqcNcpoplSp3QtP6iRbtu6AAmDyxoeITr,0.04,-2.932,0.0796,-0.242,-3.13e-06,-0.387,-0.0707,85334,0.81930313,difference_speechiness
Live At Wrigley Field,Stay (Wasting Time),Dave Matthews Band,1p0PzZlqLyWIYxg0odxIZp0cPP8edrpr7RQNXzO2qfEN,0.04,-2.932,0.0796,-0.242,-3.13e-06,-0.387,-0.0707,85334,0.81930313,difference_speechiness
Live At Wrigley Field,Stay (Wasting Time),Dave Matthews Band,1p0PzZlqLyWIYxg0odxIZp3QtP6iRbtu6AAmDyxoeITr,0.04,-2.932,0.0796,-0.242,-3.13e-06,-0.387,-0.0707,85334,0.81930313,difference_speechiness
Live Trax Vol. 24: Spartanburg Memorial Auditorium,Tripping Billies,Dave Matthews Band,4fXoeBGrVWfNKpdcmL8tw67cgo0GvBydg28q09FrAWSn,-0.178,-2.408,-0.0058,-0.044,-0.0341,-0.255,0.3005,14293,0.8174,difference_acousticness
Live Trax Vol. 24: Spartanburg Memorial Auditorium,Tripping Billies,Dave Matthews Band,1Rzhgl9YdghSUs37xUiQX27cgo0GvBydg28q09FrAWSn,-0.178,-2.408,-0.0058,-0.044,-0.0341,-0.255,0.3005,14293,0.8174,difference_acousticness
Live Trax Vol. 24: Spartanburg Memorial Auditorium,Typical Situation,Dave Matthews Band,3iOPQrrQaPruAvQv4e1Lwb065b2gR61V4K8oSNPrWerA,-0.111,0.976,-0.0146,0.065,0.0008,0.064,0.56,-11893,0.8154000000000001,difference_acousticness
DMB Live Trax Vol. 13,Tripping Billies,Dave Matthews Band,4fXoeBGrVWfNKpdcmL8tw60biLLD6Nu8TcklsXpzocG3,0.04,-5.01,0.0322,-0.161,-0.032,-0.549,0.0003,117946,0.8145000000000001,difference_energy
DMB Live Trax Vol. 13,Tripping Billies,Dave Matthews Band,1Rzhgl9YdghSUs37xUiQX20biLLD6Nu8TcklsXpzocG3,0.04,-5.01,0.0322,-0.161,-0.032,-0.549,0.0003,117946,0.8145000000000001,difference_energy
Live Trax Vol. 28: John Paul Jones Arena,#41,Dave Matthews Band,2nklcPJ3YhYJfC2ibStXz96tvoKYC90r5dDZ2T0Lx0OC,0.131,-4.476,0.0214,-0.161,-0.0083,-0.491,-0.0008,473920,0.8135,difference_energy
Live Trax Vol. 28: John Paul Jones Arena,#41,Dave Matthews Band,3ITGICyYHC13EkB7efdr8K6tvoKYC90r5dDZ2T0Lx0OC,0.131,-4.476,0.0214,-0.161,-0.0083,-0.491,-0.0008,473920,0.8135,difference_energy
Live Trax Vol. 10: Pavilion Atlantico,Don't Drink the Water,Dave Matthews Band,1uzVvumt4H6CIxVXlkNdlz5dQ23GQrFPAnBdFgyZxaI0,0.176,27.059,0.1979,-0.199,-1e-08,-0.114,-0.1265,18600,0.8134000100000001,difference_speechiness
Live Trax Vol. 10: Pavilion Atlantico,Don't Drink the Water,Dave Matthews Band,3HWGGf3ZEfvqmzWyppxhqf5dQ23GQrFPAnBdFgyZxaI0,0.176,27.059,0.1979,-0.199,-1e-08,-0.114,-0.1265,18600,0.8134000100000001,difference_speechiness
"Live Trax Vol. 27: Luna Park, Buenos Aires, Argentina",Why I Am,Dave Matthews Band,55mm4fBiN9wbcUYdliAQ8V18Lc5EJTelkO9MNDPghVZL,-0.088,2.348,0.0566,-0.2,0.0001,-0.452,0.0163,56293,0.813,difference_speechiness
Live Trax Vol. 9: MGM Grand Garden Arena,Rapunzel,Dave Matthews Band,1VepT9Uc2U7FyFmup1UYG91ID6jJoXWqmZCOhpxS1nmf,0.184,-6.656,0.0659,-0.18,-0.0006,-0.099,-0.2821,37667,0.8115999999999999,difference_energy
Live Trax Vol. 1: Centrum Centre,Drive in Drive Out,Dave Matthews Band,22uGhosSApYImC4ccHry1q7i99q0RczvWbzaZrcmPj0L,0.062,-5.086,-0.0018,0.069,0.3358,-0.028,0.3148,50613,0.8113999999999999,difference_instrumentalness
Live Trax Vol. 1: Centrum Centre,Drive in Drive Out,Dave Matthews Band,2gg2kPH4HtIMDAzLEdIyOj7i99q0RczvWbzaZrcmPj0L,0.062,-5.086,-0.0018,0.069,0.3358,-0.028,0.3148,50613,0.8113999999999999,difference_instrumentalness
Live Trax Vol. 18: Virginia Beach Amphitheatre,Lie in Our Graves,Dave Matthews Band,3R8APSFlJuawCg1qi5Ed3E5g138cixx5JWyKsVrUWtGr,0.092,1.683,0.0305,-0.104,-0.156,-0.296,-0.1303,108493,0.8088,difference_energy
Live Trax Vol. 18: Virginia Beach Amphitheatre,Lie in Our Graves,Dave Matthews Band,0fkgO5vFDzMhOnM8rr7SE65g138cixx5JWyKsVrUWtGr,0.092,1.683,0.0305,-0.104,-0.156,-0.296,-0.1303,108493,0.8088,difference_energy
Live At Folsom Field Boulder Colorado,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR3gOe3cB76r3WNYUBtO8YPU,0.126,-2.954,0.0328,-0.251,0.0007,-0.317,0.0783,204573,0.8058,difference_energy
Live At Folsom Field Boulder Colorado,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR63wcoGKq9K3dr3fYQNoOjq,0.126,-2.954,0.0328,-0.251,0.0007,-0.317,0.0783,204573,0.8058,difference_energy
Live Trax Vol. 13: Busch Stadium,Tripping Billies,Dave Matthews Band,4fXoeBGrVWfNKpdcmL8tw660VxLpoU4h9w8THlQpNrUe,0.04,-5.038,0.03,-0.163,-0.032,-0.54,0.0004,117946,0.8054000000000001,difference_energy
Live Trax Vol. 13: Busch Stadium,Tripping Billies,Dave Matthews Band,1Rzhgl9YdghSUs37xUiQX260VxLpoU4h9w8THlQpNrUe,0.04,-5.038,0.03,-0.163,-0.032,-0.54,0.0004,117946,0.8054000000000001,difference_energy
"Live Trax Vol. 27: Luna Park, Buenos Aires, Argentina",Satellite,Dave Matthews Band,7FXoionVqQVZISNUgCIenZ62rhf0gqmdN2ntJmXKabO8,0.031,6.933,0.0452,-0.346,8.5e-06,0.065,0.318,16307,0.8052085,difference_acousticness
Live Trax Vol. 25: UMB Bank Pavilion,Satellite,Dave Matthews Band,7FXoionVqQVZISNUgCIenZ6vheeVhViYLZHUlE1VuezQ,-0.084,-6.475,0.0111,-0.236,0.0,-0.139,0.335,27305,0.8051,difference_acousticness
Live Trax Vol. 10: Pavilion Atlantico,Too Much,Dave Matthews Band,7oOtjbGZNF9pyVEbzQwyNX14MfBLTsm7XhwnxxkYiW1q,0.054,-8.953,0.0693,-0.29,-0.0043,-0.381,-0.0058,98440,0.8044,difference_speechiness
Live Trax Vol. 10: Pavilion Atlantico,Too Much,Dave Matthews Band,0i2jSWCwjjOVzfnvJJ2Sii14MfBLTsm7XhwnxxkYiW1q,0.054,-8.953,0.0693,-0.29,-0.0043,-0.381,-0.0058,98440,0.8044,difference_speechiness
Live Trax Vol. 7: Hampton Coliseum,Dancing Nancies,Dave Matthews Band,3VzZ1sPfv6i0t0vAuKjKoJ44goAXFNGiH7hCSgyWBDxo,0.171,5.847,0.0406,-0.239,0.003,-0.345,-0.0047,227867,0.8033,difference_energy
Live Trax Vol. 10: Pavilion Atlantico,Dreamgirl,Dave Matthews Band,67d8PXMNPiKauh0XQk9Ls70D8UWdNnfYRL4tJ7iqrjE8,0.295,-5.769,0.0345,-0.107,-0.0009,0.17,-0.1946,96334,0.802,difference_energy
Live Trax Vol. 10: Pavilion Atlantico,Dreamgirl,Dave Matthews Band,3wKpAmt4dWefApt5KPbJeg0D8UWdNnfYRL4tJ7iqrjE8,0.295,-5.769,0.0345,-0.107,-0.0009,0.17,-0.1946,96334,0.802,difference_energy
Live Trax Vol. 6: Fenway Park,Proudest Monkey,Dave Matthews Band,2wQrDUl5XnQFZJfgMGLAEN23yCrUSSFNtQjFINb3S45W,-0.088,-13.74,-0.0006,-0.015,-0.0252,-0.245,0.428,-118600,0.8018,difference_acousticness
Live Trax Vol. 6: Fenway Park,Proudest Monkey,Dave Matthews Band,0sNTzDakngdNXzJe2sUdsH23yCrUSSFNtQjFINb3S45W,-0.088,-13.74,-0.0006,-0.015,-0.0252,-0.245,0.428,-118600,0.8018,difference_acousticness
Live Trax Vol. 5: Meadow Brook Music Festival,Ants Marching,Dave Matthews Band,3HL9dtbUo5mJwXQyaEUESR2em2r323VsXqrPHpLKSoZs,0.16,1.782,0.1255,-0.214,0.0021,-0.281,-0.0171,152466,0.7997,difference_energy
