album_name_live,track_name_studio,artist_name_studio,track_key,difference_energy,difference_tempo,difference_speechiness,difference_dance,difference_instrumentalness,difference_valence,difference_acousticness
Live In New York City,Funny the Way It Is,Dave Matthews Band,7fDIjm8rPH5BpCw1hzkcXX7eZ9mone1KfnzAc9Sxw1Br,0.011,6.051,0.054,-0.225,0.0,-0.35,-0.1501
"Live Trax Vol. 29: Blossom Music Center, Cuyahoga Falls, OH",Gaucho,Dave Matthews Band,4DTvnqU2ZDdZeDA9BLhfWP38gnUXD9fVy5lCBgRvELpc,-0.044,-35.435,0.0031,-0.019,0.0,-0.114,-0.264
"Live Trax Vol. 29: Blossom Music Center, Cuyahoga Falls, OH",Gaucho - Faixa Bônus,Dave Matthews Band,568tK8PPNZztSLqGsVqVaU38gnUXD9fVy5lCBgRvELpc,0.014,2.465,-0.0103,-0.044,0.0,0.144,-0.236
Live Trax Vol. 11: SPAC,Grace Is Gone,Dave Matthews Band,36ZS04J2JbV1SH4LhbPWyI5yz7lk6aGZjlS0F7qXvQWU,-0.042,-8.456,-0.0076,-0.089,0.0026,-0.071,-0.047
Live Trax Vol. 11: SPAC,Grace Is Gone,Dave Matthews Band,7qn5jYvZmq17rPMt6z92vL5yz7lk6aGZjlS0F7qXvQWU,-0.042,-8.456,-0.0076,-0.089,0.0026,-0.071,-0.047
Live Trax Vol. 22: Montage Mountain,Grace Is Gone,Dave Matthews Band,36ZS04J2JbV1SH4LhbPWyI591ZA9ZL1V0SDlHHx4HTO2,0.209,-1.171,0.0729,-0.301,0.0126,-0.013,-0.449
Live Trax Vol. 22: Montage Mountain,Grace Is Gone,Dave Matthews Band,7qn5jYvZmq17rPMt6z92vL591ZA9ZL1V0SDlHHx4HTO2,0.209,-1.171,0.0729,-0.301,0.0126,-0.013,-0.449
Live Trax Vol. 25: UMB Bank Pavilion,Grace Is Gone,Dave Matthews Band,36ZS04J2JbV1SH4LhbPWyI3eJvF9rDDk9Pc7YASs6dQP,-0.107,-2.843,-0.0032,-0.152,0.0003,-0.215,-0.291
Live Trax Vol. 25: UMB Bank Pavilion,Grace Is Gone,Dave Matthews Band,7qn5jYvZmq17rPMt6z92vL3eJvF9rDDk9Pc7YASs6dQP,-0.107,-2.843,-0.0032,-0.152,0.0003,-0.215,-0.291
Live Trax Vol. 26: Sleep Train Amphitheater,Grace Is Gone,Dave Matthews Band,36ZS04J2JbV1SH4LhbPWyI0K266lNiB3JhWdRv25ArvR,-0.076,-2.885,-0.0014,-0.149,0.2492,-0.216,-0.3971
Live Trax Vol. 26: Sleep Train Amphitheater,Grace Is Gone,Dave Matthews Band,7qn5jYvZmq17rPMt6z92vL0K266lNiB3JhWdRv25ArvR,-0.076,-2.885,-0.0014,-0.149,0.2492,-0.216,-0.3971
Live Trax Vol. 3: Meadows Music Theatre,Grace Is Gone,Dave Matthews Band,36ZS04J2JbV1SH4LhbPWyI6EjgRNXuF7ZSRdWMEHmpMQ,0.037,-6.754,-0.0082,-0.085,0.0019,-0.008,-0.284
Live Trax Vol. 3: Meadows Music Theatre,Grace Is Gone,Dave Matthews Band,7qn5jYvZmq17rPMt6z92vL6EjgRNXuF7ZSRdWMEHmpMQ,0.037,-6.754,-0.0082,-0.085,0.0019,-0.008,-0.284
Live Trax Vol. 6: Fenway Park,Grace Is Gone,Dave Matthews Band,36ZS04J2JbV1SH4LhbPWyI21iRkEKsJ1WEo0lBpTS2rf,0.156,-3.685,0.0067,-0.227,0.076,-0.041,-0.358
Live Trax Vol. 6: Fenway Park,Grace Is Gone,Dave Matthews Band,36ZS04J2JbV1SH4LhbPWyI3CzUBVgb1kUFtf4hJ9zeI6,0.16,-3.852,0.0083,-0.254,0.0596,-0.048,-0.356
Live Trax Vol. 6: Fenway Park,Grace Is Gone,Dave Matthews Band,7qn5jYvZmq17rPMt6z92vL21iRkEKsJ1WEo0lBpTS2rf,0.156,-3.685,0.0067,-0.227,0.076,-0.041,-0.358
Live Trax Vol. 6: Fenway Park,Grace Is Gone,Dave Matthews Band,7qn5jYvZmq17rPMt6z92vL3CzUBVgb1kUFtf4hJ9zeI6,0.16,-3.852,0.0083,-0.254,0.0596,-0.048,-0.356
DMB Live Trax Vol. 13,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR6zvFR4ecfZNh8FpH5oerr0,0.065,7.414,0.068,-0.011,0.0005,-0.321,-0.1434
DMB Live Trax Vol. 13,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN6zvFR4ecfZNh8FpH5oerr0,0.065,7.414,0.068,-0.011,0.0005,-0.321,-0.1434
Live At Piedmont Park,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR04jnKhc5GzaDki2CcOnT2j,0.055,5.205,0.114,-0.104,0.0014,-0.484,0.019
Live At Piedmont Park,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR2lwGNIj7xSITJgO1kk71eg,0.055,5.205,0.114,-0.104,0.0014,-0.484,0.019
Live At Piedmont Park,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN04jnKhc5GzaDki2CcOnT2j,0.055,5.205,0.114,-0.104,0.0014,-0.484,0.019
Live At Piedmont Park,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN2lwGNIj7xSITJgO1kk71eg,0.055,5.205,0.114,-0.104,0.0014,-0.484,0.019
Live At Wrigley Field,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR0PTA6dxyv6PVsTHvioxtx7,0.065,8.776,0.231,-0.203,-0.0001,-0.675,-0.1526
Live At Wrigley Field,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR6jQ7xXUmmOhWkXb19KB2QS,0.065,8.776,0.231,-0.203,-0.0001,-0.675,-0.1526
Live At Wrigley Field,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN0PTA6dxyv6PVsTHvioxtx7,0.065,8.776,0.231,-0.203,-0.0001,-0.675,-0.1526
Live At Wrigley Field,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN6jQ7xXUmmOhWkXb19KB2QS,0.065,8.776,0.231,-0.203,-0.0001,-0.675,-0.1526
Live Trax Vol. 10: Pavilion Atlantico,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR0wUe0Ge89KdKsQC1nHNMs6,0.08,4.676,0.116,-0.136,0.0001,-0.492,-0.1234
Live Trax Vol. 10: Pavilion Atlantico,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN0wUe0Ge89KdKsQC1nHNMs6,0.08,4.676,0.116,-0.136,0.0001,-0.492,-0.1234
Live Trax Vol. 13: Busch Stadium,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR250me8qXl76zDWuDYT86Xo,0.066,7.334,0.067,-0.011,0.0006,-0.338,-0.1425
Live Trax Vol. 13: Busch Stadium,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN250me8qXl76zDWuDYT86Xo,0.066,7.334,0.067,-0.011,0.0006,-0.338,-0.1425
Live Trax Vol. 16: Riverbend Music Center,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR53G2stiWXfSOsOC1stZhFd,-0.009,3.761,0.0158,0.079,0.0001,-0.338,-0.1342
Live Trax Vol. 16: Riverbend Music Center,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN53G2stiWXfSOsOC1stZhFd,-0.009,3.761,0.0158,0.079,0.0001,-0.338,-0.1342
Live Trax Vol. 19: Vivo Rio,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR5wDSxbSump9RH4qXEE8mxp,0.053,6.791,0.0254,-0.138,0.0026,-0.138,-0.1546
Live Trax Vol. 19: Vivo Rio,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN5wDSxbSump9RH4qXEE8mxp,0.053,6.791,0.0254,-0.138,0.0026,-0.138,-0.1546
Live Trax Vol. 25: UMB Bank Pavilion,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR5xm62i7vAXWc6rbd3LKH4R,0.049,3.576,0.0513,-0.096,-0.0001,-0.351,-0.1119
Live Trax Vol. 25: UMB Bank Pavilion,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN5xm62i7vAXWc6rbd3LKH4R,0.049,3.576,0.0513,-0.096,-0.0001,-0.351,-0.1119
"Live Trax Vol. 27: Luna Park, Buenos Aires, Argentina",Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR3tvjAbfAEdDowkQgAEj271,0.057,10.963,0.226,-0.143,0.0152,-0.617,0.047
"Live Trax Vol. 27: Luna Park, Buenos Aires, Argentina",Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN3tvjAbfAEdDowkQgAEj271,0.057,10.963,0.226,-0.143,0.0152,-0.617,0.047
Live Trax Vol. 28: John Paul Jones Arena,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR0B5JeH08VM4bgik0WJwP9Z,0.063,9.249,0.157,-0.169,0.0036,-0.676,-0.154
Live Trax Vol. 28: John Paul Jones Arena,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN0B5JeH08VM4bgik0WJwP9Z,0.063,9.249,0.157,-0.169,0.0036,-0.676,-0.154
Live Trax Vol. 3: Meadows Music Theatre,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR2SwyeDXyZaAYjzQpqGtWlK,0.06,0.03,0.0561,-0.032,0.0076,-0.207,-0.1403
Live Trax Vol. 3: Meadows Music Theatre,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN2SwyeDXyZaAYjzQpqGtWlK,0.06,0.03,0.0561,-0.032,0.0076,-0.207,-0.1403
Live Trax Vol. 6: Fenway Park,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR35XKGw3Andoysq44KHhfot,0.065,5.055,0.0302,-0.045,0.0,-0.199,-0.1215
Live Trax Vol. 6: Fenway Park,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR5vQyPfCvWgyWbpspdmy5Wd,0.066,5.027,0.0287,-0.034,0.0,-0.218,-0.1197
Live Trax Vol. 6: Fenway Park,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN35XKGw3Andoysq44KHhfot,0.065,5.055,0.0302,-0.045,0.0,-0.199,-0.1215
Live Trax Vol. 6: Fenway Park,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN5vQyPfCvWgyWbpspdmy5Wd,0.066,5.027,0.0287,-0.034,0.0,-0.218,-0.1197
Live Trax Vol. 8: Alpine Valley Music Theatre,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR6pkJvCghWVuFTH1j3sN7Yh,0.082,5.589,0.065,0.007,0.0002,-0.409,-0.05
Live Trax Vol. 8: Alpine Valley Music Theatre,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN6pkJvCghWVuFTH1j3sN7Yh,0.082,5.589,0.065,0.007,0.0002,-0.409,-0.05
Live Trax Vol. 9: MGM Grand Garden Arena,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR7AUlmFN2v4qRKBh6iB8AJj,0.073,4.98,0.0463,-0.021,-0.0001,-0.374,-0.1381
Live Trax Vol. 9: MGM Grand Garden Arena,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN7AUlmFN2v4qRKBh6iB8AJj,0.073,4.98,0.0463,-0.021,-0.0001,-0.374,-0.1381
The Central Park Concert,Grey Street,Dave Matthews Band,65JmIZCsgkw2mbfobxt1CR35CEcNYxOq60cuBuJBOTOb,0.056,4.838,0.0153,-0.027,-0.0001,-0.216,-0.1528
The Central Park Concert,Grey Street,Dave Matthews Band,6CJOSHb0RyHMiySHqfLMoN35CEcNYxOq60cuBuJBOTOb,0.056,4.838,0.0153,-0.027,-0.0001,-0.216,-0.1528
Live Trax Vol. 28: John Paul Jones Arena,Halloween,Dave Matthews Band,1Gd94s5LmBqiHvJ5T5f9EF7LGbc2tEBs8AOM7UEaIZNZ,0.079,8.699,0.1342,-0.326,-0.0001,-0.3683,-0.097
Live Trax Vol. 28: John Paul Jones Arena,Halloween,Dave Matthews Band,2JQ5UEeNaA2Uow8bL8GmFF7LGbc2tEBs8AOM7UEaIZNZ,0.079,8.705,0.1324,-0.327,-0.0001,-0.3653,-0.097
"Live Trax Vol. 30: The Muse, Nantucket, MA",Halloween,Dave Matthews Band,1Gd94s5LmBqiHvJ5T5f9EF6ye9NkgWhPSlnXDGmKg05U,-0.004,1.951,0.025,-0.11,0.0958,-0.124,-0.0923
"Live Trax Vol. 30: The Muse, Nantucket, MA",Halloween,Dave Matthews Band,2JQ5UEeNaA2Uow8bL8GmFF6ye9NkgWhPSlnXDGmKg05U,-0.004,1.957,0.0232,-0.111,0.0958,-0.121,-0.0923
Live Trax Vol. 9: MGM Grand Garden Arena,Halloween,Dave Matthews Band,1Gd94s5LmBqiHvJ5T5f9EF0ZTi6zbaWJELOE6bXsrDFt,0.084,5.857,0.0562,-0.218,-0.0001,-0.169,-0.0914
Live Trax Vol. 9: MGM Grand Garden Arena,Halloween,Dave Matthews Band,2JQ5UEeNaA2Uow8bL8GmFF0ZTi6zbaWJELOE6bXsrDFt,0.084,5.863,0.0544,-0.219,-0.0001,-0.166,-0.0914
Weekend On The Rocks,Halloween,Dave Matthews Band,1Gd94s5LmBqiHvJ5T5f9EF7xDRYhLYNnY5mbbotoTsuu,0.094,5.046,0.0712,-0.083,-0.0001,-0.082,-0.0964
Weekend On The Rocks,Halloween,Dave Matthews Band,2JQ5UEeNaA2Uow8bL8GmFF7xDRYhLYNnY5mbbotoTsuu,0.094,5.052,0.0694,-0.084,-0.0001,-0.079,-0.0964
Live Trax Vol. 2: Golden Gate Park,Hello Again,Dave Matthews Band,2vGxsoLg1qqxOLoQoRqHHD2ypdyzfIA02UhxuORoGssq,0.086,-2.805,0.0548,-0.061,0.0002,-0.3,-0.0075
Live Trax Vol. 2: Golden Gate Park,Hello Again,Dave Matthews Band,4b7PFjNUpXLUnuL0O9NWf62ypdyzfIA02UhxuORoGssq,0.086,-2.805,0.0548,-0.061,0.0002,-0.3,-0.0075
Live Trax Vol. 8: Alpine Valley Music Theatre,Hello Again,Dave Matthews Band,2vGxsoLg1qqxOLoQoRqHHD3BWKnUB7IEF5VIDkzMXqoF,0.107,-0.438,0.0486,-0.076,3.44e-06,-0.123,0.0501
Live Trax Vol. 8: Alpine Valley Music Theatre,Hello Again,Dave Matthews Band,4b7PFjNUpXLUnuL0O9NWf63BWKnUB7IEF5VIDkzMXqoF,0.107,-0.438,0.0486,-0.076,3.44e-06,-0.123,0.0501
Live Trax Vol. 10: Pavilion Atlantico,Hunger for the Great Light,Dave Matthews Band,2CqxMRNufuvCcraGit5Q2m1WA1u2w3STH4x9idPWvXRe,0.264,4.397,0.1164,-0.229,0.0,-0.01,-0.0991
Live Trax Vol. 10: Pavilion Atlantico,Hunger for the Great Light,Dave Matthews Band,7bruFHYnWGD05Lqqfcs4bJ1WA1u2w3STH4x9idPWvXRe,0.264,4.397,0.1164,-0.229,0.0,-0.01,-0.0991
Live Trax Vol. 25: UMB Bank Pavilion,Hunger for the Great Light,Dave Matthews Band,2CqxMRNufuvCcraGit5Q2m4XORLCvP6cHDa6ZhDtnUh8,0.22,5.489,0.0377,-0.125,-8.01e-06,0.139,-0.0759
Live Trax Vol. 25: UMB Bank Pavilion,Hunger for the Great Light,Dave Matthews Band,7bruFHYnWGD05Lqqfcs4bJ4XORLCvP6cHDa6ZhDtnUh8,0.22,5.489,0.0377,-0.125,-8.01e-06,0.139,-0.0759
Live Trax Vol. 6: Fenway Park,Hunger for the Great Light,Dave Matthews Band,2CqxMRNufuvCcraGit5Q2m4nAZMlWC9jf3t0yNVuYptE,0.271,2.622,0.0644,-0.089,-8.01e-06,0.0,-0.0846
Live Trax Vol. 6: Fenway Park,Hunger for the Great Light,Dave Matthews Band,2CqxMRNufuvCcraGit5Q2m6QeJEYuRk6S5MgfULR2ECU,0.272,2.614,0.0724,-0.088,-8.01e-06,0.008,-0.0851
Live Trax Vol. 6: Fenway Park,Hunger for the Great Light,Dave Matthews Band,7bruFHYnWGD05Lqqfcs4bJ4nAZMlWC9jf3t0yNVuYptE,0.271,2.622,0.0644,-0.089,-8.01e-06,0.0,-0.0846
Live Trax Vol. 6: Fenway Park,Hunger for the Great Light,Dave Matthews Band,7bruFHYnWGD05Lqqfcs4bJ6QeJEYuRk6S5MgfULR2ECU,0.272,2.614,0.0724,-0.088,-8.01e-06,0.008,-0.0851
Live Trax Vol. 9: MGM Grand Garden Arena,Hunger for the Great Light,Dave Matthews Band,2CqxMRNufuvCcraGit5Q2m4Glj86TJyeasQwNFR5YFC0,0.29,6.025,0.1234,-0.158,-8.01e-06,-0.049,-0.0484
Live Trax Vol. 9: MGM Grand Garden Arena,Hunger for the Great Light,Dave Matthews Band,7bruFHYnWGD05Lqqfcs4bJ4Glj86TJyeasQwNFR5YFC0,0.29,6.025,0.1234,-0.158,-8.01e-06,-0.049,-0.0484
Weekend On The Rocks,Hunger for the Great Light,Dave Matthews Band,2CqxMRNufuvCcraGit5Q2m0GDJhpwYPLRzRAAuhQslwh,0.258,7.407,0.0364,-0.095,-8.01e-06,0.169,-0.0959
Weekend On The Rocks,Hunger for the Great Light,Dave Matthews Band,7bruFHYnWGD05Lqqfcs4bJ0GDJhpwYPLRzRAAuhQslwh,0.258,7.407,0.0364,-0.095,-8.01e-06,0.169,-0.0959
Live At Folsom Field Boulder Colorado,I Did It,Dave Matthews Band,4u1WFYkW7pFmFvyUqUKP1643VWB4TOhab9KpnjSErJZs,0.061,0.026,0.0121,-0.026,0.0,-0.031,-0.0026
Live At Folsom Field Boulder Colorado,I Did It,Dave Matthews Band,4u1WFYkW7pFmFvyUqUKP1672UwXB3MJPFvMKhvAVZVLs,0.061,0.026,0.0121,-0.026,0.0,-0.031,-0.0026
Live At Folsom Field Boulder Colorado,I Did It,Dave Matthews Band,76Nxn0HKnafkKgu19RX6bg43VWB4TOhab9KpnjSErJZs,0.061,0.026,0.0121,-0.026,0.0,-0.031,-0.0026
Live At Folsom Field Boulder Colorado,I Did It,Dave Matthews Band,76Nxn0HKnafkKgu19RX6bg72UwXB3MJPFvMKhvAVZVLs,0.061,0.026,0.0121,-0.026,0.0,-0.031,-0.0026
"Live Trax Vol. 29: Blossom Music Center, Cuyahoga Falls, OH",Idea Of You,Dave Matthews Band,4D61qXYCY7mVzo0QQm5ehd1Ih0HW8ufK5SkVm1Uq2bJ1,-0.045,0.633,0.0018,-0.163,0.0,-0.007,0.027
"Live Trax Vol. 29: Blossom Music Center, Cuyahoga Falls, OH",Idea of You,Dave Matthews Band,0vWmAxnSj0FCyaCEwwvvPU1Ih0HW8ufK5SkVm1Uq2bJ1,-0.051,0.587,0.0067,-0.165,0.0,-0.034,0.004
Live At Folsom Field Boulder Colorado,If I Had It All,Dave Matthews Band,3S5QmzZVz4WCFbLnZkShQS2yAtKuYW0paWvTq5FJbRiY,-0.024,-5.367,0.0027,-0.089,0.0,-0.077,0.1676
Live At Folsom Field Boulder Colorado,If I Had It All,Dave Matthews Band,3S5QmzZVz4WCFbLnZkShQS5BE9Ungoi9DxZ4aVxbRNHZ,-0.024,-5.367,0.0027,-0.089,0.0,-0.077,0.1676
Live At Folsom Field Boulder Colorado,If I Had It All,Dave Matthews Band,7JBGmPJt1yDgMvi3Hfjxof2yAtKuYW0paWvTq5FJbRiY,-0.024,-5.367,0.0027,-0.089,0.0,-0.077,0.1676
Live At Folsom Field Boulder Colorado,If I Had It All,Dave Matthews Band,7JBGmPJt1yDgMvi3Hfjxof5BE9Ungoi9DxZ4aVxbRNHZ,-0.024,-5.367,0.0027,-0.089,0.0,-0.077,0.1676
Live At Mile High Music Festival,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr3vfTfqZ4lit95R3Ul8WpTP,0.128,-2.552,0.0703,-0.148,0.0002,-0.234,0.0333
Live At Mile High Music Festival,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr6SXfIErwdvFgABZVC150Ie,0.128,-2.552,0.0703,-0.148,0.0002,-0.234,0.0333
Live At Wrigley Field,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr00CEFWfCqM0wXlfIJH0Sm0,0.154,-0.088,0.0933,-0.154,0.0003,-0.324,-0.0333
Live At Wrigley Field,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr3vyQaI89Kv2pHmIwcCOuzc,0.154,-0.088,0.0933,-0.154,0.0003,-0.324,-0.0333
Live In Chicago 12.19.98 at The United Center,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr4F2sTRVYSvtDRGN6Ph5goT,0.125,-6.405,0.016,-0.141,0.0031,-0.118,-0.0314
Live In Chicago 12.19.98 at The United Center,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr5rb2IawFpC7V7eRrJzXT8I,0.125,-6.405,0.016,-0.141,0.0031,-0.118,-0.0314
Live Trax Vol. 10: Pavilion Atlantico,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr1EbUIzZkMtT6EynnMN9Zyd,0.159,92.295,0.2473,-0.29,0.0003,-0.25,0.1059
Live Trax Vol. 16: Riverbend Music Center,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr2SQh664D9nYc5YDDC5o6ky,-0.094,-3.714,0.0184,-0.02,0.0524,-0.269,-0.0332
Live Trax Vol. 17: Shoreline Amphitheatre,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr6cquJdWAsvA5C9kPHiV1VM,0.105,-0.255,0.026,-0.16,0.002,-0.198,-0.0185
Live Trax Vol. 18: Virginia Beach Amphitheatre,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr5reIA7Gr0HiFEpSbkBwe3H,0.125,-1.629,0.0653,-0.197,0.0759,-0.194,-0.0377
Live Trax Vol. 19: Vivo Rio,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr1THRXewVgFaaS10mX1GDcC,0.1,-0.844,0.0446,-0.174,0.0479,-0.184,-0.037
Live Trax Vol. 1: Centrum Centre,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr00ZehKu1tKtMh0SAAw0Ryu,0.138,-7.003,0.0135,-0.1,0.129,-0.02,0.1329
Live Trax Vol. 21: SOMA,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr5QLx3VE3yy52IBLCBhnT8x,0.096,-0.482,0.0332,-0.197,0.0004,-0.21,-0.0316
Live Trax Vol. 23: Whittemoore Center Arena,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr6Dbg8ccmvLMpFm7pNntc9B,-0.22,5.279,0.0084,-0.187,0.0,-0.169,0.6929
Live Trax Vol. 24: Spartanburg Memorial Auditorium,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr1YepEODXGzil2LxP9UvIH9,-0.336,1.67,0.008,-0.128,0.0,-0.198,0.6809
Live Trax Vol. 25: UMB Bank Pavilion,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr5u8lsN9MyvZixMjtoGwq0y,-0.054,-5.774,0.0242,-0.135,0.003,-0.234,0.1499
Live Trax Vol. 26: Sleep Train Amphitheater,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr0hqK5QUAUzB0dkGQpSd4J0,-0.014,-5.744,0.0159,-0.127,0.0326,-0.186,0.1609
"Live Trax Vol. 27: Luna Park, Buenos Aires, Argentina",Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr7toCeDeqcUBkLTOYt6nKD9,0.008,0.956,0.0549,-0.1,0.0022,-0.211,-0.0063
Live Trax Vol. 28: John Paul Jones Arena,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr15XJdxLiOePTDz6jbsE4Y8,0.174,2.864,0.1293,-0.181,0.0005,-0.38,-0.035
Live Trax Vol. 2: Golden Gate Park,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr2FY3wHXcEfpyU6Gf8jVkPe,0.061,-3.522,0.0325,-0.079,0.0092,-0.07,0.0016
Live Trax Vol. 4: Classic Amphitheatre,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr1IvTyv1MuFGzMX3kltY2Ul,0.14,-0.469,0.0713,-0.122,0.0969,-0.044,-0.0319
Live Trax Vol. 5: Meadow Brook Music Festival,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr2mYKIDpnJ0hr66VkP0GdCp,0.124,-2.545,0.01,-0.169,0.0367,-0.182,-0.0089
Live Trax Vol. 6: Fenway Park,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr1MGqaRrvGgwRXg0we4lsxY,0.102,89.093,0.0623,-0.247,0.0002,0.009,0.0167
Live Trax Vol. 6: Fenway Park,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr3fyEovkmd4Jhd03p5t5Pz0,0.1,88.539,0.0603,-0.247,0.0003,0.011,0.021
Live Trax Vol. 9: MGM Grand Garden Arena,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr6mqxwUbYLk6MO6mIuTA7mQ,0.142,88.012,0.1923,-0.253,0.0001,-0.264,0.0659
The Central Park Concert,Jimi Thing,Dave Matthews Band,1ZqWroaJ6jk1CiufXZnQBr3369cKOnEK9lnM57SZvXrS,0.099,86.03,0.0643,-0.301,0.0,-0.145,0.0119
Live Trax Vol. 26: Sleep Train Amphitheater,Kit Kat Jam,Dave Matthews Band,0BYKNy4ZyhsTXRV0fHjorl6HIky2ZP91EmUzga2tBnBp,-0.074,0.324,0.0238,-0.084,-0.8809,-0.297,0.1325
Live Trax Vol. 26: Sleep Train Amphitheater,Kit Kat Jam,Dave Matthews Band,5ImlpTJupVbnAnF769SJDj6HIky2ZP91EmUzga2tBnBp,-0.074,0.324,0.0238,-0.084,-0.8809,-0.297,0.1325
Live Trax Vol. 24: Spartanburg Memorial Auditorium,Let You Down,Dave Matthews Band,6ex6gjvDxvHjyzutHmLV7A3oO6mtUDNvQLxOv2mMxd8w,-0.085,41.339,0.0009,-0.224,0.0205,-0.023,0.035
Live Trax Vol. 24: Spartanburg Memorial Auditorium,Let You Down,Dave Matthews Band,7oaAzpzM4WHoLxaW4smOFK3oO6mtUDNvQLxOv2mMxd8w,-0.085,41.339,0.0009,-0.224,0.0205,-0.023,0.035
Live At Red Rocks 8.15.95,Lie in Our Graves,Dave Matthews Band,0fkgO5vFDzMhOnM8rr7SE60lhqiTdAVWkMMj9zXSQs7Z,0.091,5.771,0.0188,-0.062,-0.1487,-0.246,0.043
Live At Red Rocks 8.15.95,Lie in Our Graves,Dave Matthews Band,0fkgO5vFDzMhOnM8rr7SE61wWNJGAE7PtqBK8CaHd00a,0.091,5.771,0.0188,-0.062,-0.1487,-0.246,0.043
Live At Red Rocks 8.15.95,Lie in Our Graves,Dave Matthews Band,3R8APSFlJuawCg1qi5Ed3E0lhqiTdAVWkMMj9zXSQs7Z,0.091,5.771,0.0188,-0.062,-0.1487,-0.246,0.043
